O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDERPRIORITY | O_CLERK | O_SHIPPRIORITY | O_COMMENT
15940|206|F|84644.64|1992-01-27|1-URGENT|Clerk#000000634|0|quickly express accounts. finally eve
15941|31|O|145047.06|1995-12-11|4-NOT SPECIFIED|Clerk#000000845|0|longside of the furiously special dolphins. slyly unusual accoun
15942|224|F|115929.36|1993-08-11|3-MEDIUM|Clerk#000000579|0|al theodolites. special packages promise slyly f
15943|58|F|65170.99|1992-02-03|1-URGENT|Clerk#000000764|0| ironic theodolites nag f
15968|293|O|93133.19|1997-04-30|2-HIGH|Clerk#000000542|0| even deposits. blithely 
15969|440|F|52679.27|1993-08-03|5-LOW|Clerk#000000850|0|lly pending ideas. even ideas wake pending pac
15970|262|O|148571.10|1995-09-22|4-NOT SPECIFIED|Clerk#000000311|0|ss dependencies affix. furious
15971|346|F|170323.94|1994-08-15|2-HIGH|Clerk#000000975|0|ests wake carefully. regularly unusua
15972|160|O|65819.96|1995-08-10|4-NOT SPECIFIED|Clerk#000000492|0|heodolites. quickly bold no
15973|148|O|80020.90|1997-07-22|5-LOW|Clerk#000000655|0|. regular packages would wake about t
15974|328|O|89218.11|1995-04-30|2-HIGH|Clerk#000000071|0|egular accounts against the final, busy accounts haggle according to the foxes
15975|278|O|186037.13|1998-01-21|5-LOW|Clerk#000000310|0|e. regular dependencies cajole closely qui
16000|221|O|146308.56|1997-12-17|3-MEDIUM|Clerk#000000782|0|. regular instructions sleep qui
16001|7|O|129327.19|1996-05-01|1-URGENT|Clerk#000000090|0|. even, regular dependencies nag slyly across the quickly ironic accounts. c
16002|37|O|51851.98|1998-03-05|4-NOT SPECIFIED|Clerk#000000253|0|old, regular pinto beans affix against the deposits. blithely pendi
16003|40|O|264833.76|1997-12-21|4-NOT SPECIFIED|Clerk#000000760|0|sly stealthy requests.
16004|52|O|44815.07|1997-01-25|3-MEDIUM|Clerk#000000068|0|ent instructions boost furiously. quickly e
16005|257|F|294615.44|1992-12-25|4-NOT SPECIFIED|Clerk#000000815|0|unusual ideas sleep furio
16006|184|O|170476.34|1997-02-08|2-HIGH|Clerk#000000178|0|r the even theodolites. care
16007|46|F|125990.70|1994-04-25|2-HIGH|Clerk#000000106|0|nic escapades along the quickly 
16032|280|F|214736.02|1994-12-06|5-LOW|Clerk#000000055|0|hlessly ironic forges-- blithely even pinto beans caj
16033|56|O|120256.67|1996-04-27|5-LOW|Clerk#000000316|0|fluffily pending requests nag. fluffily express packages affix
16034|296|O|120255.10|1997-08-05|2-HIGH|Clerk#000000617|0|. slyly silent instructions haggle. deposits detect fluffily a
16035|323|F|68909.89|1993-04-22|3-MEDIUM|Clerk#000000130|0|g the foxes. ironic deposits haggle above the blithely even requests. regular
16036|244|F|219957.45|1992-01-06|3-MEDIUM|Clerk#000000350|0|le. express pinto beans play.
16037|149|O|89532.13|1998-04-19|5-LOW|Clerk#000000883|0|l packages. slyly r
16038|191|O|89917.03|1998-06-17|3-MEDIUM|Clerk#000000906|0|ges sleep carefully across the instruction
16039|151|F|198283.44|1992-05-17|2-HIGH|Clerk#000000725|0|aggle blithely final,
16064|7|F|104403.87|1992-01-05|3-MEDIUM|Clerk#000000209|0|egular deposits. quiet, unusual dolphins after 
16065|412|F|40831.20|1993-07-21|2-HIGH|Clerk#000000837|0|slyly even instructions. slyly regular waters sleep above the blit
16066|403|O|67518.76|1998-05-30|4-NOT SPECIFIED|Clerk#000000335|0|ggle furiously regular excuses. furiously unusual platelets 
16067|7|O|114075.03|1996-09-29|1-URGENT|Clerk#000000973|0|kages according to 
16068|175|F|58749.64|1992-11-12|3-MEDIUM|Clerk#000000772|0|ide of the slyly ironic ideas use slyly abov
16069|142|F|95882.50|1993-08-06|3-MEDIUM|Clerk#000000673|0|ounts sleep furiously among the carefully sp
16070|352|F|61739.70|1992-06-04|4-NOT SPECIFIED|Clerk#000000253|0|nal packages cajole regularly across the bold foxes. furiously unusual
16071|22|F|57513.38|1992-09-01|5-LOW|Clerk#000000911|0|the furiously even packages. fluffily regular
16096|332|F|225672.85|1995-01-20|2-HIGH|Clerk#000000727|0|ealthy excuses cajole around the carefully silent platelets. q
16097|317|O|142388.96|1996-08-24|2-HIGH|Clerk#000000652|0|longside of the bold excuses. brave foxes
16098|113|F|189313.85|1992-07-22|5-LOW|Clerk#000000500|0|und the final courts. requests sl
16099|352|O|135238.76|1998-01-17|2-HIGH|Clerk#000000743|0|egrate pending, pending deposits. ironic requests detect blithely
16100|352|P|217646.26|1995-03-08|3-MEDIUM|Clerk#000000057|0|y across the regular accounts. bold requests boost furiously. i
16101|58|F|39422.49|1992-08-26|5-LOW|Clerk#000000621|0|sly. pending, regular foxes wake quietly even ideas.
16102|22|F|82653.20|1994-12-14|4-NOT SPECIFIED|Clerk#000000749|0|lly. furiously regula
16103|236|F|299020.62|1992-07-16|4-NOT SPECIFIED|Clerk#000000869|0|ubt furiously above the unusual deposits: fluffily even accounts boost acro
16128|296|P|93296.91|1995-05-09|2-HIGH|Clerk#000000902|0|rnes. final asymptotes are. quickly pending instructions kindle busi
16129|1|O|52216.39|1998-05-18|5-LOW|Clerk#000000958|0|es sleep slyly regular accounts. regular dolphi
16130|254|O|187531.13|1996-06-22|5-LOW|Clerk#000000072|0|l, even sentiments haggle about the regular packages. re
16131|47|O|231054.20|1997-11-15|4-NOT SPECIFIED|Clerk#000000985|0|arefully bold requests. furiously regular gifts are after 
16132|202|F|50347.50|1992-10-28|3-MEDIUM|Clerk#000000490|0|ymptotes haggle quickly. qu
16133|310|F|145480.70|1994-09-26|1-URGENT|Clerk#000000083|0|s the pending accounts poach accounts. carefully regular pack
16134|160|F|203570.74|1992-11-20|2-HIGH|Clerk#000000407|0|ular theodolites wake furiously carefully spec
16135|163|F|38177.17|1993-05-12|2-HIGH|Clerk#000000844|0|s are carefully along the furi
16160|175|O|60425.06|1995-07-24|1-URGENT|Clerk#000000800|0|eodolites use blithely. slyly special foxes are blit
16161|355|F|157272.64|1992-07-29|3-MEDIUM|Clerk#000000551|0| beans. special requests use ca
16162|61|F|114561.94|1993-05-26|1-URGENT|Clerk#000000749|0|instructions cajole after the carefully regular requests; ironic instruc
16163|326|O|98007.60|1997-05-23|1-URGENT|Clerk#000000630|0|ronic theodolites haggle. fluffily pending asymptotes sleep. doggedly b
16164|296|F|96832.68|1992-01-04|5-LOW|Clerk#000000057|0| carefully instructions. unusual attainment
16165|203|F|89279.29|1993-07-23|4-NOT SPECIFIED|Clerk#000000666|0|re regular pinto beans! quick accounts wake. furiously bold packages 
16166|212|F|66387.76|1993-02-01|1-URGENT|Clerk#000000136|0|ual pinto beans. special warthogs haggl
16167|202|O|151768.72|1997-11-16|5-LOW|Clerk#000000123|0|uffily ironic packages. carefully special foxes wake carefully f
16192|398|O|194120.82|1997-07-03|3-MEDIUM|Clerk#000000774|0|n. furiously even accounts wake
16193|160|F|180506.09|1992-04-10|4-NOT SPECIFIED|Clerk#000000925|0|ly unusual dolphins cajole slyly slyly unusual depen
16194|142|F|155120.06|1993-10-08|4-NOT SPECIFIED|Clerk#000000863|0| regular packages promise deposits. de
16195|106|F|41178.90|1992-06-05|4-NOT SPECIFIED|Clerk#000000289|0|ly ironic ideas: furiously
16196|245|F|111009.80|1994-10-21|2-HIGH|Clerk#000000639|0|ns. furiously regular packag
16197|322|F|170134.42|1992-10-27|1-URGENT|Clerk#000000264|0| carefully bold accounts. re
16198|235|O|61774.88|1998-07-04|4-NOT SPECIFIED|Clerk#000000302|0|elets use after the pending, even accounts--
16199|31|O|255007.99|1996-08-28|1-URGENT|Clerk#000000306|0| theodolites. furiously ironic deposits believe furiously ironic requests. bl
16224|272|O|125457.42|1997-09-21|3-MEDIUM|Clerk#000000747|0|s alongside of the furious
16225|421|F|66355.76|1994-05-29|1-URGENT|Clerk#000000665|0|jole carefully after the fluffily final accounts. quickly regular multiplie
16226|77|O|42287.54|1997-01-30|1-URGENT|Clerk#000000955|0| carefully regular packages should have to are ac
16227|379|F|40205.43|1994-09-18|3-MEDIUM|Clerk#000000139|0|s use against the furiously special dolphins. ironic packages run carefully
16228|5|O|151126.55|1997-10-27|2-HIGH|Clerk#000000546|0| at the even, special foxes. bold deposits 
16229|389|F|178011.05|1994-03-30|2-HIGH|Clerk#000000231|0|ely final pinto beans. dependencies
16230|337|F|229437.74|1993-02-28|5-LOW|Clerk#000000340|0|e slyly quickly quick so
16231|316|F|179520.29|1992-09-05|5-LOW|Clerk#000000479|0|refully bold theodolites use carefully requests? evenly unusual ac
16256|166|O|138998.39|1997-10-08|4-NOT SPECIFIED|Clerk#000000274|0|y ironic multipliers. theodolites detect 
16257|4|F|108923.21|1992-05-06|4-NOT SPECIFIED|Clerk#000000666|0|ctions around the unusual instructions sleep carefully blithely final de
16258|419|O|71355.98|1995-07-07|3-MEDIUM|Clerk#000000138|0|ly even asymptotes sleep along the final instructions. dependencies 
16259|110|O|125547.88|1996-06-18|3-MEDIUM|Clerk#000000574|0|symptotes after the even, bold requests cajole furiously carefully regular pa
16260|235|O|50538.26|1995-11-14|2-HIGH|Clerk#000000002|0|ges detect carefully ironic dependencies. carefully regular requests cajole 
16261|214|F|168784.00|1993-10-05|5-LOW|Clerk#000000722|0|lets cajole quickly express 
16262|160|F|285549.81|1995-01-02|5-LOW|Clerk#000000036|0|ly final theodolites. carefully final deposi
16263|337|O|173563.68|1997-11-05|3-MEDIUM|Clerk#000000732|0|ounts about the quickly regular instructions are quickly after the b
16288|67|O|142054.82|1996-03-01|5-LOW|Clerk#000000550|0|phins are quickly. bold, regular deposits haggle. slow
16289|337|F|208933.81|1993-07-18|2-HIGH|Clerk#000000497|0|olphins was final, silent requests. bl
16290|271|O|121311.50|1996-09-17|4-NOT SPECIFIED|Clerk#000000294|0|ide of the bold hockey players. fur
16291|172|P|42676.84|1995-04-09|4-NOT SPECIFIED|Clerk#000000232|0|he boldly even foxes affix according to the quickly ironic accounts. fi
16292|26|O|288776.34|1997-11-22|1-URGENT|Clerk#000000957|0|ly furiously final asymptotes. permanent platelets cajole fur
16293|403|O|143485.64|1997-09-03|2-HIGH|Clerk#000000407|0| express foxes after the
16294|256|O|174632.07|1996-12-21|5-LOW|Clerk#000000168|0|nal deposits will haggle caref
16295|232|F|18720.09|1992-12-07|3-MEDIUM|Clerk#000000797|0| to sleep blithely special court
16320|295|O|108940.61|1995-10-21|4-NOT SPECIFIED|Clerk#000000024|0|tect busily. special pinto beans sleep slyly. instructions al
16321|85|F|46140.29|1994-10-02|4-NOT SPECIFIED|Clerk#000000965|0|instructions. deposits along the fluffily bold requests doubt fluffily 
16322|391|F|78295.14|1994-12-20|5-LOW|Clerk#000000068|0|s sleep against the blithely idle theodoli
16323|397|O|224495.77|1996-07-25|2-HIGH|Clerk#000000216|0|luffily express dolphins. boldly regular a
16324|419|O|70099.02|1998-02-27|1-URGENT|Clerk#000000286|0|e blithely unusual 
16325|179|O|9435.56|1997-08-08|4-NOT SPECIFIED|Clerk#000000784|0|re. brave, ironic package
16326|70|F|240821.93|1993-05-11|2-HIGH|Clerk#000000203|0|lly! bold packages kindle. slyly bold platelets sleep. express excuse
16327|208|F|50560.70|1993-12-23|1-URGENT|Clerk#000000838|0|o the express ideas; unusual theodolites detect carefully carefully e
16352|67|F|155747.08|1992-07-31|3-MEDIUM|Clerk#000000822|0| detect furiously slyly 
16353|70|O|121639.43|1997-04-08|1-URGENT|Clerk#000000989|0|deposits maintain. furiously final requests doubt quickly carefully express 
16354|275|O|98459.05|1997-08-25|4-NOT SPECIFIED|Clerk#000000092|0|onic packages use carefully. blithely fin
16355|157|O|239367.68|1998-04-13|4-NOT SPECIFIED|Clerk#000000205|0|ously thin deposits. carefully pending deposits cajole among the furiou
16356|313|O|232912.47|1995-08-03|1-URGENT|Clerk#000000016|0|instructions. carefully silent dependencies around t
16357|215|F|57252.10|1993-01-28|4-NOT SPECIFIED|Clerk#000000846|0| platelets are idly above the furiously express packages. quickly special depo
16358|97|F|54556.05|1993-12-26|4-NOT SPECIFIED|Clerk#000000125|0|ly. ironic, bold requests among the accounts affix sometimes express requests
16359|229|F|178025.71|1992-05-15|1-URGENT|Clerk#000000584|0| the blithely ironic accounts: slyly pendi
16384|184|O|14838.77|1997-08-14|2-HIGH|Clerk#000000375|0|round the carefully ironic accounts doze silent, final theodolite
16385|28|F|23748.44|1994-06-28|4-NOT SPECIFIED|Clerk#000000051|0|unts. furiously fina
16386|338|O|143769.51|1996-12-23|3-MEDIUM|Clerk#000000692|0|jole quickly against the regular accounts. final, regular notornis are depo
16387|313|O|59517.38|1998-03-08|5-LOW|Clerk#000000438|0|ts detect slyly around the slyly pending requests. furious
16388|181|O|57230.52|1995-07-21|3-MEDIUM|Clerk#000000259|0|requests haggle even, unusual deposits. closely ironic do
16389|337|O|104519.02|1996-04-17|1-URGENT|Clerk#000000024|0|structions after the unusual, special id
16390|247|F|12919.77|1992-03-25|3-MEDIUM|Clerk#000000942|0|cies. fluffily ironic foxes among the carefully ironic pinto beans cajole
16391|319|O|229479.95|1997-01-19|4-NOT SPECIFIED|Clerk#000000193|0|. somas wake carefully sometimes bold accounts. pack
16416|277|O|37226.99|1995-08-10|3-MEDIUM|Clerk#000000940|0|ress accounts unwind fluffily. ideas cajole even pinto beans. carefu
16417|52|O|160295.42|1997-03-14|2-HIGH|Clerk#000000500|0|ual sauternes are blithely aft
16418|308|O|130781.86|1996-02-20|3-MEDIUM|Clerk#000000183|0| blithely. final packages use reg
16419|391|F|45868.30|1994-08-05|4-NOT SPECIFIED|Clerk#000000316|0|y final dolphins. blithely pending pearls boo
16420|179|O|152962.59|1996-04-11|3-MEDIUM|Clerk#000000511|0|fix quickly furiously final instructions. furiously ironic foxes solve qu
16421|167|O|41045.05|1998-06-07|5-LOW|Clerk#000000863|0|o beans against the fluffily regular theodolites cajole s
16422|76|O|225581.68|1995-10-10|1-URGENT|Clerk#000000918|0| regular requests. unusual instructions affix after the thin, ex
16423|61|F|92522.38|1992-08-06|3-MEDIUM|Clerk#000000675|0|arefully ironic foxes cajole furio
16448|62|F|101084.08|1992-04-29|5-LOW|Clerk#000000536|0|nments. carefully fina
16449|314|F|135746.87|1993-11-09|4-NOT SPECIFIED|Clerk#000000801|0|ously bold accounts. final theodolites poach quickly across the slyly ruth
16450|139|O|159462.69|1995-05-16|3-MEDIUM|Clerk#000000912|0|counts. blithely regular fr
16451|235|F|136994.05|1994-07-23|4-NOT SPECIFIED|Clerk#000000831|0|y bold foxes. unusual packages ca
16452|11|F|138396.96|1992-08-24|3-MEDIUM|Clerk#000000307|0|ven packages unwind slyly thinly quick deposits. final, regular pinto 
16453|343|F|295612.83|1993-11-18|1-URGENT|Clerk#000000910|0|ests x-ray. quickly special theodolites haggle. accounts engage. idea
16454|151|F|201759.54|1992-05-12|3-MEDIUM|Clerk#000000971|0| cajole furiously. regular, final deposits use blit
16455|416|F|46477.78|1992-02-26|5-LOW|Clerk#000000672|0|ly brave pinto beans. carefully regular accounts are 
16480|217|F|238307.11|1994-12-07|4-NOT SPECIFIED|Clerk#000000980|0| the slyly even deposits detec
16481|437|F|55755.34|1995-02-19|5-LOW|Clerk#000000309|0|ove the furiously regular packages. pending, stealthy pinto beans a
16482|184|F|31884.23|1992-05-01|1-URGENT|Clerk#000000633|0|aggle enticingly express accounts. bl
16483|389|O|52670.20|1996-11-05|1-URGENT|Clerk#000000153|0|posits haggle enticingly regular requests. blit
16484|20|O|32720.50|1995-03-15|1-URGENT|Clerk#000000325|0| packages haggle. carefully daring pinto beans wake whithout the 
16485|337|O|92294.35|1996-09-04|3-MEDIUM|Clerk#000000188|0| slyly express pinto beans wake. blit
16486|160|F|41796.85|1992-05-30|3-MEDIUM|Clerk#000000205|0| deposits according to the carefully unu
16487|365|O|132209.05|1996-11-26|5-LOW|Clerk#000000757|0|althily along the slyly pending packages-- special warhorses cajole carefully 
16512|35|F|42712.91|1993-04-18|2-HIGH|Clerk#000000477|0|the blithely bold pinto beans haggle furiously finally bold accounts. fur
16513|256|F|101000.21|1993-09-04|1-URGENT|Clerk#000000523|0|ages. even dependencies boost regular accounts. even, regular packages 
16514|302|O|179391.86|1997-05-08|1-URGENT|Clerk#000000894|0|onic accounts haggle blithely regular in
16515|340|O|189177.35|1996-01-18|1-URGENT|Clerk#000000942|0| bold accounts boost. packages cajole sly
16516|302|O|137286.37|1997-11-05|3-MEDIUM|Clerk#000000845|0|ep. blithely bold ideas dazzle carefully even packages. accounts integrate abo
16517|283|F|55861.77|1994-10-17|2-HIGH|Clerk#000000242|0|. furiously even pack
16518|224|F|99872.41|1992-09-30|1-URGENT|Clerk#000000333|0|eas are against the carefully special foxes. permanently specia
16519|362|O|117778.94|1995-06-11|3-MEDIUM|Clerk#000000002|0| the quickly special orbits nag
16544|166|O|216709.54|1998-02-19|1-URGENT|Clerk#000000405|0|the furiously silent accounts. ironic packages about the
16545|346|F|143220.44|1993-05-10|4-NOT SPECIFIED|Clerk#000000442|0| along the special theodolites. bl
16546|64|F|9130.16|1992-06-25|5-LOW|Clerk#000000447|0|integrate slowly ironic deposits. fluffily regular dinos are sheave
16547|140|F|215804.15|1994-02-19|4-NOT SPECIFIED|Clerk#000000205|0|blithely regular requests across the finally r
16548|4|F|139463.64|1992-02-06|4-NOT SPECIFIED|Clerk#000000851|0|lites haggle slyly. slyly silent accounts 
16549|106|O|20696.78|1997-05-23|5-LOW|Clerk#000000937|0|ickly pending deposits along the instructions are furiously a
16550|40|O|171330.93|1996-08-10|3-MEDIUM|Clerk#000000667|0|inal attainments around the enticingly stealthy
16551|38|F|182202.26|1992-11-28|4-NOT SPECIFIED|Clerk#000000351|0|among the even, even requests. even deposits cajole quickly deposits. bold in
16576|295|O|109670.26|1996-11-08|4-NOT SPECIFIED|Clerk#000000296|0|even deposits. unusual, ironic sautern
16577|154|O|198596.81|1997-01-30|1-URGENT|Clerk#000000241|0|ts. never express packages wake carefully under the carefully reg
16578|85|O|129089.34|1995-10-18|5-LOW|Clerk#000000555|0|ructions. slyly regular ideas haggle b
16579|172|F|104813.77|1993-12-13|4-NOT SPECIFIED|Clerk#000000729|0|ven instructions. ironic, regular deposits 
16580|73|F|242561.43|1992-02-08|1-URGENT|Clerk#000000982|0| furiously carefully regular deposits. quickly busy instruction
16581|58|O|49994.77|1997-07-10|4-NOT SPECIFIED|Clerk#000000238|0|he fluffily express packages. regular asymptotes cajole agai
16582|317|O|87215.56|1995-10-02|1-URGENT|Clerk#000000454|0|even pinto beans integrate f
16583|286|O|146775.01|1997-10-30|4-NOT SPECIFIED|Clerk#000000003|0|lithely against the blithely r
16608|388|O|207228.81|1996-09-29|1-URGENT|Clerk#000000018|0|regular accounts sleep furiously. blithely bold pinto beans are slyly. furio
16609|224|O|134473.57|1996-12-08|3-MEDIUM|Clerk#000000057|0| above the final, unusual instructions: furiously regular pinto
16610|10|F|154450.82|1994-10-11|2-HIGH|Clerk#000000100|0|s. carefully final deposit
16611|196|O|246348.75|1995-10-24|2-HIGH|Clerk#000000503|0|es cajole among the pending foxes. furiously even pinto b
16612|85|F|159797.54|1994-02-14|2-HIGH|Clerk#000000768|0|ully ironic asymptotes. pending
16613|136|F|201339.64|1993-12-25|2-HIGH|Clerk#000000832|0|l accounts. pending foxes run according to the slyly regula
16614|331|O|134279.10|1997-09-17|1-URGENT|Clerk#000000380|0|es use slyly through the ruthless courts.
16615|187|O|125175.45|1997-03-17|3-MEDIUM|Clerk#000000677|0|oxes haggle express platelets. express deposits nag furiou
16640|73|F|109547.73|1993-07-28|5-LOW|Clerk#000000471|0|ickly bold ideas. furiously silent deposits haggle furiously. ironic 
16641|28|F|101806.56|1993-05-11|2-HIGH|Clerk#000000217|0|ounts cajole slyly. permanently re
16642|187|F|46045.47|1995-03-03|4-NOT SPECIFIED|Clerk#000000592|0|sleep bold platelets. ironic dolphins boost stealthily packages. fluffil
16643|266|F|114831.85|1993-04-12|5-LOW|Clerk#000000269|0|s kindle across the boldly expres
16644|244|O|98610.72|1998-06-03|2-HIGH|Clerk#000000109|0|quests around the slowly bold pinto beans cajole carefully final frays. packa
16645|283|F|40241.17|1994-08-28|2-HIGH|Clerk#000000816|0|eans. quickly express requests detect slyly fluffily
16646|167|O|172303.07|1995-08-08|4-NOT SPECIFIED|Clerk#000000749|0|al packages are slyly among the blithely pe
16647|247|O|195505.91|1998-01-15|5-LOW|Clerk#000000653|0|ckages. carefully final accounts use blithely idle deposit
16672|73|O|11604.85|1997-03-03|1-URGENT|Clerk#000000080|0| the ironic foxes. 
16673|62|O|54768.57|1996-02-03|2-HIGH|Clerk#000000350|0|d requests solve bold pearls. quickly
16674|10|P|185063.26|1995-04-30|5-LOW|Clerk#000000544|0|al ideas. slyly ironic a
16675|199|O|191927.71|1998-05-23|5-LOW|Clerk#000000698|0|ckly regular theodolit
16676|419|F|166626.87|1994-03-20|2-HIGH|Clerk#000000271|0|sual accounts. ironically final foxes along
16677|124|F|202880.52|1992-09-06|1-URGENT|Clerk#000000251|0|ess asymptotes. packages sleep quickly even dependencies. pending the
16678|127|O|18721.46|1996-06-24|2-HIGH|Clerk#000000732|0|blithe dependencies alongside of the fluffily special theodo
16679|37|F|201165.59|1994-11-09|5-LOW|Clerk#000000759|0|al, special deposits along the quickly final packages are care
16704|202|F|61332.63|1994-09-10|5-LOW|Clerk#000000930|0|counts. fluffily special ti
16705|283|O|38219.81|1997-12-13|5-LOW|Clerk#000000469|0|ven packages. express requests
16706|431|F|248876.10|1992-06-28|2-HIGH|Clerk#000000241|0| furiously express ideas use
16707|34|O|50109.09|1998-05-30|4-NOT SPECIFIED|Clerk#000000464|0|accounts. slyly furious acc
16708|425|O|128981.68|1996-08-31|5-LOW|Clerk#000000025|0|lithely bold accounts wake carefully furiously idle
16709|239|F|171382.29|1992-10-07|2-HIGH|Clerk#000000645|0|ly about the slyly regular theodolites. stealthy, final accounts haggle spe
16710|91|O|3156.55|1995-04-25|2-HIGH|Clerk#000000307|0|. carefully pending packages sleep regular instructi
16711|448|F|207082.15|1992-04-26|4-NOT SPECIFIED|Clerk#000000203|0|nts sleep carefully about
16736|86|O|277000.20|1997-10-24|2-HIGH|Clerk#000000066|0|es sleep slyly blithely regular 
16737|188|O|34692.44|1995-06-21|4-NOT SPECIFIED|Clerk#000000361|0|al instructions. carefully final packages wake bold, pending re
16738|380|F|98963.12|1993-11-27|5-LOW|Clerk#000000842|0|equests haggle slyly. quickly regular excuses boost. blithe
16739|28|O|80718.82|1997-03-26|5-LOW|Clerk#000000913|0|uests wake alongside of the s
16740|82|F|87460.17|1992-03-01|5-LOW|Clerk#000000031|0|theodolites. blithely unusual deposits eat. even foxes wake about
16741|139|F|27948.17|1993-10-01|3-MEDIUM|Clerk#000000711|0| across the dependencies. final 
16742|16|F|81508.12|1993-05-23|4-NOT SPECIFIED|Clerk#000000676|0|l accounts wake slyly. ir
16743|418|O|165305.55|1996-10-06|3-MEDIUM|Clerk#000000791|0|ly up the slyly reg
16768|359|F|258587.55|1994-07-26|2-HIGH|Clerk#000000882|0|lites cajole furiously after the s
16769|179|O|173282.23|1997-10-02|2-HIGH|Clerk#000000038|0|courts haggle blithe
16770|266|F|27210.45|1994-01-07|1-URGENT|Clerk#000000186|0|s-- quickly pending requests boost blithely deposits.
16771|397|F|50396.00|1994-09-29|2-HIGH|Clerk#000000715|0|. furiously special foxes use blithely ironic accounts. express accounts sleep
16772|236|F|185344.81|1992-12-27|2-HIGH|Clerk#000000650|0|lar requests use under 
16773|442|O|6946.73|1996-12-05|5-LOW|Clerk#000000500|0|al deposits integrate furiously. fu
16774|145|O|135451.63|1998-01-14|2-HIGH|Clerk#000000336|0|onic instructions wake blithely regular dependencie
16775|67|F|125408.43|1992-11-23|5-LOW|Clerk#000000697|0|counts haggle blithely. packages sleep slyly. slyly regular requests d
16800|401|P|103635.65|1995-06-06|2-HIGH|Clerk#000000878|0| fluffily bold platelets-- slyly even theodolites upon th
16801|196|O|105368.71|1996-08-30|1-URGENT|Clerk#000000566|0|nding packages. furiously un
16802|41|P|209462.92|1995-04-21|3-MEDIUM|Clerk#000000374|0|bold sauternes eat sometimes. final 
16803|178|O|76295.79|1995-09-05|3-MEDIUM|Clerk#000000367|0|ounts. foxes after the ironic ideas a
16804|391|F|87421.53|1992-03-11|2-HIGH|Clerk#000000497|0|sly even depths hagg
16805|181|O|140123.44|1995-12-31|5-LOW|Clerk#000000070|0|slyly regular pinto beans mold iron
16806|49|F|212785.17|1993-06-18|2-HIGH|Clerk#000000534|0|ng requests; slyly regular foxes through the fluffily ironic i
16807|190|F|125801.95|1992-01-16|3-MEDIUM|Clerk#000000655|0| the ironic foxes. final deposits cajole quickly furiously iron
16832|394|F|18967.10|1993-01-06|3-MEDIUM|Clerk#000000824|0|quests boost furiously asymptote
16833|331|O|191252.42|1997-10-14|1-URGENT|Clerk#000000198|0| slow platelets alongside of
16834|35|F|97681.65|1993-10-24|5-LOW|Clerk#000000153|0|eposits hinder regular foxes. blithely pending accounts integrate carefully
16835|67|F|82341.46|1994-02-09|1-URGENT|Clerk#000000947|0| fluffily ironic foxes haggle slyly. regular, pending i
16836|172|F|50020.80|1993-10-19|1-URGENT|Clerk#000000385|0|ave to haggle furiously blit
16837|370|F|28288.49|1995-01-22|4-NOT SPECIFIED|Clerk#000000750|0|le furiously after the finally final instruc
16838|101|F|146533.63|1994-04-29|1-URGENT|Clerk#000000849|0|es detect slyly about the fu
16839|421|F|55599.73|1993-05-21|2-HIGH|Clerk#000000728|0|xes detect blithely furiously unusual deposits. fluffily final deposits are r
16864|85|F|64698.76|1992-10-30|4-NOT SPECIFIED|Clerk#000000902|0|ate evenly after the instructions. regular, regular accounts are carefu
16865|217|O|48651.43|1996-03-22|2-HIGH|Clerk#000000139|0|ly. quickly even deposits are special, furious pin
16866|355|F|64727.56|1992-02-07|4-NOT SPECIFIED|Clerk#000000600|0|lites nod carefully blithely pending accounts. packages 
16867|337|F|72629.12|1992-12-05|4-NOT SPECIFIED|Clerk#000000533|0|uests sleep blithely 
16868|241|O|167528.48|1998-07-29|2-HIGH|Clerk#000000372|0|ions. ironic requests
16869|64|O|146262.24|1998-01-13|1-URGENT|Clerk#000000374|0|ts sleep slyly stealthily final pinto beans. slyly final packages detect 
16870|349|F|122136.27|1994-01-11|5-LOW|Clerk#000000072|0|g. requests above the
16871|284|F|108922.01|1994-07-15|5-LOW|Clerk#000000762|0|leep. foxes nag slyly: blithely even theodolites cajole around the c
16896|220|O|147984.97|1997-04-25|5-LOW|Clerk#000000814|0|al ideas boost slyly. dolphins wake regular, regular pinto beans. spec
16897|226|F|171020.52|1992-06-16|4-NOT SPECIFIED|Clerk#000000554|0| regular packages cajole blithely. bold
16898|355|O|72203.21|1995-10-29|5-LOW|Clerk#000000091|0|quests. deposits cajole across the iro
16899|250|O|63363.81|1998-06-23|1-URGENT|Clerk#000000733|0| eat carefully. pending foxes x-ray fluffily according to the
16900|332|O|106019.29|1998-05-26|3-MEDIUM|Clerk#000000251|0|blithely. slyly reg
16901|376|F|91735.56|1993-12-07|4-NOT SPECIFIED|Clerk#000000370|0|sts. slyly pending accounts about the carefully final instructions run s
16902|319|O|149551.86|1997-01-28|5-LOW|Clerk#000000796|0|f the final pinto beans. ironic,
16903|103|O|172429.21|1997-07-27|3-MEDIUM|Clerk#000000249|0| dependencies. asymptotes sleep furiously. carefully e
16928|347|O|230412.79|1998-06-17|2-HIGH|Clerk#000000765|0|l foxes. slow theodolites alongside of the ironic forges cajole sl
16929|292|F|37583.15|1994-08-03|4-NOT SPECIFIED|Clerk#000000175|0|y even deposits nag carefully. courts boost furiously against the excus
