O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDER-PRIORITY | O_CLERK | O_SHIP-PRIORITY | O_COMMENT
9954|7|F|170457.44|1994-06-20|4-NOT SPECIFIED|Clerk#000000651|0| furiously express packages. slyly ironic packages nag sly
9955|304|O|161387.31|1995-09-05|1-URGENT|Clerk#000000588|0|gainst the quickly regular deposits. carefully final accounts are furiously 
9956|160|F|36826.05|1993-03-17|2-HIGH|Clerk#000000001|0|s? ironic foxes wake even, ironic de
9957|440|F|53561.96|1993-12-01|4-NOT SPECIFIED|Clerk#000000874|0| unusual sauternes. fluffily e
9958|230|F|170284.90|1993-11-26|4-NOT SPECIFIED|Clerk#000000199|0| idle depths. quickly even pearls are express theodolites. final pint
9959|208|O|18853.74|1995-09-25|3-MEDIUM|Clerk#000000755|0|y special deposits. slyly final deposits against 
9984|113|O|205035.21|1998-07-10|1-URGENT|Clerk#000000161|0|ronic packages-- final packages boost! even, express frets boo
9985|364|F|71205.19|1993-08-08|5-LOW|Clerk#000000636|0|ing depths boost about the even depo
9986|88|O|114593.94|1997-09-22|3-MEDIUM|Clerk#000000913|0|the ruthlessly regular courts. ironic pack
9987|299|O|212481.69|1995-11-28|5-LOW|Clerk#000000308|0|ding to the regular foxes dazzle slyly f
9988|412|O|120443.80|1997-12-05|4-NOT SPECIFIED|Clerk#000000015|0|d, final foxes. fluffily even sheaves w
9989|364|F|112057.32|1993-06-22|3-MEDIUM|Clerk#000000298|0| bold orbits. pinto beans haggle carefully unusual accounts. furiously final 
9990|118|F|54342.69|1992-03-28|2-HIGH|Clerk#000000466|0|y express foxes. blithely
9991|247|O|92583.23|1996-06-10|2-HIGH|Clerk#000000542|0|foxes nag fluffily packages. b
10016|389|F|23822.86|1993-02-02|1-URGENT|Clerk#000000546|0|ptotes. platelets across the blithely regular accounts us
10017|244|O|91180.69|1998-04-09|4-NOT SPECIFIED|Clerk#000000617|0|ly accounts. carefully regular pinto beans wake according to th
10018|94|F|75653.08|1993-06-10|3-MEDIUM|Clerk#000000855|0|ld accounts above the bold, regular requests ha
10019|277|F|152941.51|1994-07-19|4-NOT SPECIFIED|Clerk#000000887|0|ests are carefully blithely ironic instructi
10020|142|O|76401.70|1998-04-08|3-MEDIUM|Clerk#000000162|0|yly against the final warth
10021|385|F|52854.58|1992-08-01|4-NOT SPECIFIED|Clerk#000000321|0|ide of the slyly even Tiresias. carefully express fox
10022|280|F|58407.80|1994-03-05|5-LOW|Clerk#000000445|0|nto beans. furiously silent deposits nag. bold requests are ironic 
10023|362|O|106950.04|1996-12-02|1-URGENT|Clerk#000000596|0|onically even packages haggle among the slyly brave pin
10048|241|F|59028.62|1994-05-16|4-NOT SPECIFIED|Clerk#000000893|0|nt pinto beans are. ironi
10049|205|O|139615.19|1997-07-23|1-URGENT|Clerk#000000648|0|ly special forges. blithely bo
10050|314|O|128340.33|1996-09-03|2-HIGH|Clerk#000000530|0|bove the permanently regular multipliers. special req
10051|199|O|122576.80|1996-05-25|2-HIGH|Clerk#000000804|0|ly. quickly unusual de
10052|229|F|168540.22|1994-09-08|4-NOT SPECIFIED|Clerk#000000488|0|carefully final packages. ironic foxes cajo
10053|433|F|157552.47|1992-01-11|2-HIGH|Clerk#000000508|0|ual deposits haggle against the furiously final realms. b
10054|200|O|75498.02|1995-04-29|2-HIGH|Clerk#000000093|0|furiously regular platele
10055|383|O|94263.12|1996-02-29|5-LOW|Clerk#000000508|0|e bravely bold notornis. carefully reg
10080|34|F|178315.44|1993-02-13|5-LOW|Clerk#000000362|0|carefully blithely express epitaph
10081|148|F|240175.63|1993-08-08|4-NOT SPECIFIED|Clerk#000000097|0|eans would sleep. carefully iro
10082|379|F|161720.27|1994-08-31|4-NOT SPECIFIED|Clerk#000000049|0|ayers use special excuses. special req
10083|170|O|52972.76|1995-09-26|5-LOW|Clerk#000000949|0|t the brave decoys sleep regularly among the iron
10084|428|O|3403.33|1997-07-08|1-URGENT|Clerk#000000088|0|grow blithely packages. slyly final requests cajole; accounts 
10085|157|O|174051.76|1996-03-31|4-NOT SPECIFIED|Clerk#000000074|0|o beans wake against the blithely final accounts. fluffily silent f
10086|119|O|47355.98|1995-05-16|5-LOW|Clerk#000000728|0|its wake alongside of the f
10087|121|O|75290.79|1997-03-31|2-HIGH|Clerk#000000001|0|ounts integrate despite the regular ideas. furiously quiet idea
10112|67|F|30892.89|1993-12-21|5-LOW|Clerk#000000586|0| deposits. furiously even asymptotes alongside of the slyly regular 
10113|17|F|164873.85|1994-06-13|1-URGENT|Clerk#000000094|0|e quickly. regular accounts boost bravely regular instructions. quickly fina
10114|320|F|46515.36|1993-02-09|1-URGENT|Clerk#000000757|0|al requests. quickly express de
10115|241|O|121942.33|1998-07-07|2-HIGH|Clerk#000000530|0|even accounts. express ideas 
10116|37|O|188295.28|1997-03-26|5-LOW|Clerk#000000991|0|mptotes. carefully express depo
10117|221|F|110461.61|1993-11-17|3-MEDIUM|Clerk#000000343|0|ilent theodolites sleep furiously
10118|223|F|20128.75|1994-04-11|1-URGENT|Clerk#000000431|0|ithely pending foxes integrate across the fin
10119|154|O|41091.63|1996-07-11|3-MEDIUM|Clerk#000000868|0|ar depths. slyly sly theodolites sleep slyly. furiously bold foxes integrate 
10144|94|F|215071.92|1995-01-03|1-URGENT|Clerk#000000751|0|ironic accounts cajole blithely around the blithe deposits. ir
10145|194|P|260270.90|1995-05-25|5-LOW|Clerk#000000550|0|y unusual deposits sleep furiously i
10146|298|F|209498.35|1994-05-02|5-LOW|Clerk#000000653|0|hin gifts nag. furiously pending deposits after the sly frets sl
10147|350|F|182088.39|1993-10-10|2-HIGH|Clerk#000000212|0|ilently ironic pinto beans. 
10148|439|F|122359.90|1994-03-26|5-LOW|Clerk#000000334|0|the bold ideas are carefully ruthlessly special pac
10149|8|F|140266.18|1994-09-24|2-HIGH|Clerk#000000681|0|final sentiments. slyly special bra
10150|398|F|221634.65|1992-04-30|1-URGENT|Clerk#000000802|0|r the requests sleep s
10151|178|F|9299.04|1992-01-15|1-URGENT|Clerk#000000645|0|ideas. deposits haggle quickly accounts; f
10176|296|O|84387.53|1996-08-26|3-MEDIUM|Clerk#000000456|0|unts. bold accounts are carefully according to the quickly p
10177|172|O|182876.93|1996-06-29|3-MEDIUM|Clerk#000000221|0|nstructions; bold, regular attainments among th
10178|346|F|44910.17|1993-12-15|4-NOT SPECIFIED|Clerk#000000756|0|ray across the ironic, final dependencies.
10179|349|O|133956.50|1996-04-30|4-NOT SPECIFIED|Clerk#000000803|0|sly bold packages haggle about the the
10180|214|O|64266.60|1997-03-10|1-URGENT|Clerk#000000743|0|ke blithely carefully even packag
10181|263|O|35871.37|1996-02-13|3-MEDIUM|Clerk#000000866|0|, pending deposits. express
10182|80|F|176705.31|1994-05-25|5-LOW|Clerk#000000304|0|s. slyly final pinto beans wake a
10183|76|F|96467.07|1994-11-25|1-URGENT|Clerk#000000534|0| dependencies. blithely pending requests about the furiously regular pac
10208|310|O|247061.96|1996-08-26|3-MEDIUM|Clerk#000000259|0| ideas. slow, ironic instructions doze furiou
10209|364|F|341332.61|1993-11-30|3-MEDIUM|Clerk#000000153|0|ts wake. slyly blithe
10210|281|O|141445.27|1995-06-24|4-NOT SPECIFIED|Clerk#000000573|0|ts. furiously bold ideas about the furiously bold pac
10211|239|O|156116.30|1997-07-29|4-NOT SPECIFIED|Clerk#000000363|0| careful theodolites. special accounts caj
10212|442|F|122077.71|1993-05-24|5-LOW|Clerk#000000011|0|uickly according to the pending pinto beans. instructions brea
10213|388|F|36654.77|1995-02-18|2-HIGH|Clerk#000000845|0|ly ironic dependencies. final excuses acros
10214|274|O|100194.99|1996-01-30|2-HIGH|Clerk#000000991|0|encies after the deposits sleep furiously bold packages. even deposits 
10215|310|O|138166.02|1996-08-17|1-URGENT|Clerk#000000770|0|pecial instructions. fluffily regular packa
10240|208|F|33188.01|1994-05-16|4-NOT SPECIFIED|Clerk#000000109|0|al accounts are along the unusual packages. unusual, even platelets use slyl
10241|82|O|45615.95|1997-09-30|5-LOW|Clerk#000000366|0|y unusual asymptotes. regular dependencies wake fluffily about the
10242|31|F|184562.91|1993-12-13|3-MEDIUM|Clerk#000000234|0|s was slyly alongside of the deposits.
10243|116|O|59986.55|1995-12-25|2-HIGH|Clerk#000000844|0|nic requests. boldly regular deposits haggle blithely. orbits integrate 
10244|91|O|124883.92|1996-04-04|3-MEDIUM|Clerk#000000459|0|lent pinto beans. furiously iro
10245|176|F|229443.71|1995-02-14|3-MEDIUM|Clerk#000000785|0| beans. foxes haggle around the car
10246|370|O|143384.07|1997-06-19|1-URGENT|Clerk#000000571|0|s. blithely unusual packages affix according to the hockey players. regular
10247|260|F|163026.63|1993-01-11|3-MEDIUM|Clerk#000000646|0|fully after the carefully pending requests. even, pending ideas alongside 
10272|220|F|245457.18|1994-01-18|3-MEDIUM|Clerk#000000680|0| blithely express accounts. slyly regular pinto beans use slyly. 
10273|34|O|241735.66|1998-04-24|1-URGENT|Clerk#000000303|0|n, ironic packages. slyly close accounts sleep. blithe
10274|412|F|42156.62|1993-12-10|1-URGENT|Clerk#000000939|0|sits. fluffily bold requests cajole accounts
10275|25|O|69606.02|1997-05-16|5-LOW|Clerk#000000202|0|fts at the furiously express accounts are whithout the slyly slow deposits. f
10276|439|O|219924.91|1996-02-24|3-MEDIUM|Clerk#000000706|0|y even deposits. even accounts nag among the ironic asymptotes. req
10277|163|F|99538.94|1994-04-08|3-MEDIUM|Clerk#000000655|0|counts sleep around the special
10278|109|O|135838.19|1995-09-13|5-LOW|Clerk#000000697|0|le quickly. pending, bold theo
10279|367|O|177423.48|1996-09-22|5-LOW|Clerk#000000051|0|nal deposits. fluffily silent ideas are across the
10304|245|O|252792.52|1995-11-11|3-MEDIUM|Clerk#000000230|0|l deposits nag pending, regular attainments. ironic ideas detect. unusu
10305|8|F|112505.94|1994-07-08|5-LOW|Clerk#000000429|0|phins use furiously about the quickly bold id
10306|46|F|74224.86|1993-07-22|5-LOW|Clerk#000000345|0| slyly never final requests. perm
10307|91|O|173185.52|1998-01-28|4-NOT SPECIFIED|Clerk#000000488|0|yly ironic foxes. quickly regular
10308|124|P|241938.67|1995-04-21|2-HIGH|Clerk#000001000|0|are above the furiously final deposits. special packages nag s
10309|394|F|180917.34|1994-11-22|5-LOW|Clerk#000000622|0| above the carefully bold packages. carefully even pinto beans mai
10310|308|F|172752.12|1994-02-06|5-LOW|Clerk#000000645|0| accounts kindle qu
10311|16|F|3314.47|1992-08-18|2-HIGH|Clerk#000000147|0|ntegrate carefully above the regular pinto beans. quick
10336|409|O|41835.70|1997-06-15|4-NOT SPECIFIED|Clerk#000000519|0|. carefully special pinto beans are ironic accounts. foxes 
10337|409|O|49128.70|1996-03-19|3-MEDIUM|Clerk#000000499|0|ly silent instructions wake qui
10338|364|O|94642.00|1995-07-15|4-NOT SPECIFIED|Clerk#000000964|0|gular packages. slyly even packages haggle furious
10339|46|O|88293.97|1995-10-12|5-LOW|Clerk#000000585|0|ts. always ironic deposits haggle thinly.
10340|446|O|215082.04|1995-06-23|2-HIGH|Clerk#000000064|0|hely final warthogs detect blithely regular pa
10341|383|F|194915.61|1992-12-22|2-HIGH|Clerk#000000964|0|efully final packages cajole f
10342|193|O|233059.66|1995-11-23|3-MEDIUM|Clerk#000000277|0|theodolites. carefully regul
10343|28|F|29687.31|1992-03-27|4-NOT SPECIFIED|Clerk#000000600|0|ackages. carefully pending idea
10368|154|O|59265.65|1996-06-25|3-MEDIUM|Clerk#000000722|0|carefully special theodolites doze. fluffily ironic pinto be
10369|419|O|115945.15|1995-11-10|5-LOW|Clerk#000000636|0| deposits are quickly; regular requests nag carefully regular i
10370|253|F|89894.84|1994-04-28|4-NOT SPECIFIED|Clerk#000000084|0|thrash. accounts boost never quickly final ac
10371|307|F|182529.24|1994-09-17|2-HIGH|Clerk#000000231|0|nding requests. ideas af
10372|373|O|89998.35|1995-06-28|4-NOT SPECIFIED|Clerk#000000276|0|sleep after the carefully ironic platelets. regular, unusual deposits wake qui
10373|202|F|229065.41|1993-06-26|1-URGENT|Clerk#000000681|0|cajole blithely final foxes. carefully 
10374|101|F|26902.44|1993-07-23|5-LOW|Clerk#000000885|0|ing courts? carefully unusual ideas
10375|244|O|54392.79|1997-01-08|2-HIGH|Clerk#000000384|0|ending deposits. special, regular tith
10400|70|O|217439.67|1996-10-24|2-HIGH|Clerk#000000375|0|cing accounts sleep slyly regu
10401|422|O|14438.09|1998-07-20|4-NOT SPECIFIED|Clerk#000000351|0|ts x-ray? slyly unusual a
10402|2|O|51175.60|1997-12-20|1-URGENT|Clerk#000000487|0|ing pinto beans for the carefully regular
10403|247|O|237662.06|1996-05-21|5-LOW|Clerk#000000523|0|ounts. carefully special accounts grow
10404|377|O|129867.66|1998-03-29|1-URGENT|Clerk#000000142|0|uffy foxes about the qui
10405|280|O|139224.64|1998-01-04|4-NOT SPECIFIED|Clerk#000000343|0|uriously final dolphins. sly
10406|14|O|131123.97|1996-02-29|4-NOT SPECIFIED|Clerk#000000923|0| the slyly express deposits. deposits
10407|133|O|69878.80|1996-03-26|4-NOT SPECIFIED|Clerk#000000011|0|onic foxes. asymptotes across the ironi
10432|370|F|152652.20|1992-01-06|5-LOW|Clerk#000000429|0|thely bold pinto bea
10433|389|F|21035.12|1993-02-20|2-HIGH|Clerk#000000566|0|ajole blithely. furiously re
10434|235|F|49884.83|1994-12-24|2-HIGH|Clerk#000000939|0| blithely regular ideas are deposits. requests nod slyly final r
10435|359|F|137563.56|1993-08-11|3-MEDIUM|Clerk#000000660|0|te. slyly final theodolites are after th
10436|275|F|37332.48|1995-01-03|5-LOW|Clerk#000001000|0|lthily special asymptotes. blithely pending deposits after the unusual, e
10437|92|F|59293.89|1994-08-19|1-URGENT|Clerk#000000098|0|inal requests about the regular,
10438|214|F|159777.40|1992-12-03|5-LOW|Clerk#000000148|0|tect among the blithely 
10439|283|F|242985.38|1992-03-29|4-NOT SPECIFIED|Clerk#000000626|0|nal, even requests h
10464|70|F|54847.65|1994-08-11|1-URGENT|Clerk#000000752|0|e slyly after the platelets; furiously even ac
10465|25|O|239506.34|1997-04-10|4-NOT SPECIFIED|Clerk#000000791|0|ic tithes sleep carefully across the furiously ironic ideas. sl
10466|185|F|124219.94|1992-12-26|2-HIGH|Clerk#000000899|0|thely even ideas cajole quickly across the carefu
10467|328|O|185184.60|1997-03-12|4-NOT SPECIFIED|Clerk#000000125|0|ffily unusual deposits. carefully regular asymptotes use fur
10468|172|F|44060.98|1994-12-12|2-HIGH|Clerk#000000429|0|osits wake-- quickly pending foxes alongside of the slyly even
10469|187|O|70056.64|1996-09-03|2-HIGH|Clerk#000000913|0|hely unusual, unusual accounts. furiously fi
10470|55|F|246454.42|1992-05-05|5-LOW|Clerk#000000632|0|even, ironic accounts among the bold theodolites use across the ste
10471|79|F|237085.91|1992-10-10|2-HIGH|Clerk#000000590|0|lites wake doggedly accounts. blithely final deposits sleep evenly. 
10496|121|O|59481.80|1997-02-20|2-HIGH|Clerk#000000907|0|iously regular requests. furiously slow hockey players are quickly even ac
10497|37|O|88619.20|1996-06-22|3-MEDIUM|Clerk#000000423|0|ar hockey players sleep furiously until the furious
10498|325|F|107916.58|1993-10-24|5-LOW|Clerk#000000424|0|lithely bold packages. re
10499|262|F|149531.49|1993-11-17|4-NOT SPECIFIED|Clerk#000000065|0|es haggle slyly even instructions. ironica
10500|301|F|18428.10|1994-01-24|2-HIGH|Clerk#000000179|0| packages wake quickly pearls. slyly even deposits haggle blithe
10501|274|O|191633.00|1998-07-03|3-MEDIUM|Clerk#000000977|0|equests. packages nag slyly. quickly even accounts toward the ironic
10502|439|F|157447.04|1993-05-15|4-NOT SPECIFIED|Clerk#000000530|0|tructions alongside of the blithely bold foxes could have to sleep slyly a
10503|256|O|120791.14|1996-06-09|5-LOW|Clerk#000000028|0|eodolites play against the pending accounts. special packages are slyly ab
10528|50|F|95237.51|1994-09-14|3-MEDIUM|Clerk#000000724|0|press pinto beans. express theodolites do cajole furiously. slyly f
10529|208|O|135512.05|1997-10-18|1-URGENT|Clerk#000000573|0|yly. doggedly final epitaphs haggle among the flu
10530|383|F|93565.60|1994-01-28|3-MEDIUM|Clerk#000000879|0|ounts. blithely unus
10531|17|F|153105.61|1992-03-19|2-HIGH|Clerk#000000021|0|regular somas. fluffily special instructions doze blithely. quick
10532|401|O|284110.57|1997-11-28|5-LOW|Clerk#000000805|0|ly slyly bold accounts. carefully express theodolites nag
10533|289|O|166176.45|1998-05-01|3-MEDIUM|Clerk#000000778|0| nag busily bold dependencies. special, ironic p
10534|322|F|4170.06|1993-04-19|4-NOT SPECIFIED|Clerk#000000973|0|ly according to the slyly r
10535|368|O|200477.52|1995-05-28|5-LOW|Clerk#000000967|0|lyly unusual frets nag alongsi
10560|28|O|162813.31|1997-07-29|1-URGENT|Clerk#000000157|0|lar requests among the blithely regular packages doze unusual requests; 
10561|215|O|187798.41|1997-04-27|5-LOW|Clerk#000000435|0|r requests. even, even deposits b
10562|374|F|235122.25|1994-11-12|4-NOT SPECIFIED|Clerk#000000034|0|ests across the courts print r
10563|1|F|181124.90|1993-09-30|1-URGENT|Clerk#000000889|0|etect after the pending requests. packa
10564|307|O|68256.51|1996-03-14|4-NOT SPECIFIED|Clerk#000000362|0|ests. final, express foxes are slyly regular ideas. darin
10565|184|O|126425.25|1997-08-17|1-URGENT|Clerk#000000126|0| slyly unusual deposits after the carefully 
10566|175|O|177914.49|1995-08-20|4-NOT SPECIFIED|Clerk#000000541|0|s sleep blithely permanently even ideas. bl
10567|98|F|87118.74|1992-03-30|2-HIGH|Clerk#000000046|0|y even pinto beans cajole bold instructions. carefully sly wate
10592|235|O|70060.11|1995-11-04|2-HIGH|Clerk#000000435|0|as-- ironic packages 
10593|337|F|156636.08|1992-02-13|2-HIGH|Clerk#000000573|0|excuses after the fina
10594|64|O|5110.89|1996-03-21|3-MEDIUM|Clerk#000000126|0|ly express asymptotes against th
10595|247|O|19541.41|1997-11-22|3-MEDIUM|Clerk#000000425|0|gular excuses. slowly ca
10596|94|O|98267.87|1997-03-31|5-LOW|Clerk#000000662|0|oss the furiously regular theodolit
10597|187|O|73893.64|1996-09-13|2-HIGH|Clerk#000000040|0|ch. bold ideas about the deposits wake fluffily 
10598|139|F|16069.15|1992-03-08|4-NOT SPECIFIED|Clerk#000000682|0|e among the fluffily regular deposits. slyly final requests haggle furious
10599|59|O|120956.99|1997-07-21|4-NOT SPECIFIED|Clerk#000000559|0|ly regular requests wake regular instructions. pending, pending dolphins
10624|386|F|174730.82|1994-12-21|1-URGENT|Clerk#000000666|0|re furiously along the slyly final ideas. carefu
10625|79|O|177325.22|1996-01-30|1-URGENT|Clerk#000000688|0|. pending deposits above the car
10626|301|O|25048.57|1995-12-14|3-MEDIUM|Clerk#000000656|0| regular deposits cajo
10627|38|F|183369.10|1993-02-25|5-LOW|Clerk#000000236|0|s. unusual instructions are. furiously express requests a
10628|430|O|4308.41|1998-06-28|4-NOT SPECIFIED|Clerk#000000437|0|etimes quickly final packa
10629|196|F|54868.57|1994-09-12|1-URGENT|Clerk#000000229|0|endencies wake. accounts are carefully. a
10630|94|F|121649.25|1993-02-05|3-MEDIUM|Clerk#000000607|0|iously special instruct
10631|373|F|203823.52|1993-05-27|1-URGENT|Clerk#000000844|0|affix blithely blithely regular dinos. furiously blithe instructions ar
10656|112|O|80909.24|1995-10-25|1-URGENT|Clerk#000000233|0| accounts use never blithely bold deposits. i
10657|220|F|82356.89|1993-09-26|3-MEDIUM|Clerk#000000502|0|ts wake. bold packages cajole fluffily according to the furi
10658|361|F|94501.18|1994-08-28|5-LOW|Clerk#000000204|0|xes cajole thinly ironic requests. theodolites 
10659|119|F|229911.60|1994-05-15|1-URGENT|Clerk#000000587|0| slyly across the bold request
10660|142|O|133749.46|1998-05-01|2-HIGH|Clerk#000000352|0|onic depths? furiously
10661|55|F|94227.70|1994-01-24|4-NOT SPECIFIED|Clerk#000000986|0| about the final foxes. eve
10662|427|P|160345.66|1995-05-13|5-LOW|Clerk#000000241|0|tain blithely quickly regular pinto beans. furiously bold deposits 
10663|95|F|125211.78|1994-05-24|2-HIGH|Clerk#000000137|0|s above the furiously final foxes nag idly requests. caref
10688|1|F|39927.26|1992-05-13|3-MEDIUM|Clerk#000000226|0|ly ironic instructions lose quickly alongside of the carefully 
10689|61|O|101696.08|1996-07-23|5-LOW|Clerk#000000436|0|usly. furiously ironic instructions wak
10690|31|O|46941.16|1997-12-15|5-LOW|Clerk#000000041|0|ltipliers cajole slyly busy accounts. express theodolites af
10691|199|F|77194.15|1995-03-14|3-MEDIUM|Clerk#000000536|0|al decoys among the carefull
10692|56|F|146554.87|1994-07-27|5-LOW|Clerk#000000832|0|orbits. asymptotes cajole. furiously eve
10693|310|F|42939.49|1995-04-17|4-NOT SPECIFIED|Clerk#000000797|0|s. slyly regular accounts are among the slyly regular sentiments. 
10694|427|O|165902.66|1997-12-05|2-HIGH|Clerk#000000812|0|olites. quickly bold package
10695|437|P|78158.13|1995-05-03|2-HIGH|Clerk#000000039|0| asymptotes. quickly unus
10720|221|O|92453.67|1998-03-31|2-HIGH|Clerk#000000597|0|ccounts sleep bold, even theodol
10721|235|O|90595.31|1996-02-27|5-LOW|Clerk#000000599|0|haggle slyly blithely even instructions. quickly even dolphins wa
10722|25|F|182924.45|1995-01-20|4-NOT SPECIFIED|Clerk#000000743|0|ding instructions print. f
10723|313|O|52569.42|1998-05-21|3-MEDIUM|Clerk#000000144|0| bold accounts. carefully busy platelets sleep fluffily. spe
10724|448|F|162337.40|1994-09-14|2-HIGH|Clerk#000000165|0|furiously regular dolphins. regular foxes along the daringly express 
10725|434|O|77623.39|1998-04-09|5-LOW|Clerk#000000505|0| carefully unusual sauternes after the fluffily regular foxes use pending,
10726|50|F|204670.63|1993-04-25|4-NOT SPECIFIED|Clerk#000000210|0| regular dependencies. quickly spe
10727|149|F|240210.61|1992-08-05|5-LOW|Clerk#000000396|0|nusual pinto beans. special, pending requests breach slyly fina
10752|61|O|202844.66|1995-09-11|1-URGENT|Clerk#000000610|0|ic accounts. carefully ironic courts against the caref
10753|430|F|18985.72|1994-05-02|1-URGENT|Clerk#000000218|0|ously ironic packag
10754|319|F|202792.50|1993-03-18|5-LOW|Clerk#000000827|0|r pinto beans sleep even 
10755|431|F|114584.59|1993-07-15|1-URGENT|Clerk#000000257|0|se furiously excuses. always unusual packages above the furiously unusual de
10756|326|F|48052.34|1992-04-15|2-HIGH|Clerk#000000994|0| even, express platelets nag above
10757|40|O|70327.92|1998-06-06|4-NOT SPECIFIED|Clerk#000001000|0|patterns haggle quickly across the bravely
10758|112|O|110835.68|1996-11-15|2-HIGH|Clerk#000000209|0|es. pinto beans sleep carefully final 
10759|11|O|42354.00|1996-09-22|4-NOT SPECIFIED|Clerk#000000258|0| boost evenly final pinto beans.
10784|419|F|162728.06|1993-07-06|4-NOT SPECIFIED|Clerk#000000982|0|en packages sleep. final foxes detec
10785|46|F|1418.24|1992-06-26|3-MEDIUM|Clerk#000000948|0|iously unusual packages use quickly furiously 
10786|47|O|51897.60|1995-08-06|3-MEDIUM|Clerk#000000705|0| ironic, special theodolites caj
10787|335|O|327323.24|1997-02-12|2-HIGH|Clerk#000000133|0|ckages could have to wake blithely above the final requests. furiously 
10788|2|O|117054.20|1997-01-15|3-MEDIUM|Clerk#000000905|0|esides the slyly ironic dependencies. ironic foxes cajole fur
10789|413|F|81085.88|1993-08-24|4-NOT SPECIFIED|Clerk#000000463|0|s unwind blithely agains
10790|34|F|68430.08|1994-12-15|5-LOW|Clerk#000000381|0|ly alongside of the express, regular foxes. req
10791|97|O|153501.28|1995-08-20|4-NOT SPECIFIED|Clerk#000000131|0|efully special pinto beans dazzle fluffily according to the express, silen
10816|391|O|47385.51|1996-01-11|2-HIGH|Clerk#000000003|0|after the final, spe
10817|214|O|192611.56|1996-12-09|1-URGENT|Clerk#000000852|0|final ideas across the
10818|47|O|223510.47|1998-05-07|2-HIGH|Clerk#000000735|0|ids nag carefully against the final deposit
10819|172|F|59621.21|1993-08-25|1-URGENT|Clerk#000000144|0|ncies use furiously alongside of the fluffily final instructions. quickly re
10820|199|O|177308.44|1995-12-28|4-NOT SPECIFIED|Clerk#000000630|0|ecial ideas. silently unusual somas are blith
10821|178|O|162685.03|1996-05-13|2-HIGH|Clerk#000000856|0| the furiously final excuses. blithely final pack
10822|356|F|12184.21|1993-12-01|5-LOW|Clerk#000000046|0|hely regular requests. carefully silent instructions use slyly f
10823|118|F|77674.42|1992-06-13|5-LOW|Clerk#000000869|0|blithely boldly pending deposits. silent hockey players acros
10848|253|O|46781.10|1996-10-26|3-MEDIUM|Clerk#000000131|0| according to the boldly final accounts. slyly bold asymptotes detect qui
10849|17|O|249283.23|1997-01-31|1-URGENT|Clerk#000000279|0|y even requests. blithely silent theodolites cajole carefully ev
10850|316|O|79343.92|1996-09-23|2-HIGH|Clerk#000000055|0|its cajole quickly. permanently even pinto beans dazz
10851|361|F|196294.60|1994-04-07|2-HIGH|Clerk#000000841|0|ffix blithely blithely even dugouts? quickly re
10852|169|F|227031.97|1993-10-27|2-HIGH|Clerk#000000623|0|oxes. carefully final pinto be
10853|83|F|60312.48|1994-01-06|4-NOT SPECIFIED|Clerk#000000276|0|ronic dugouts wake s
10854|275|O|3292.78|1998-06-20|2-HIGH|Clerk#000000219|0|old, ironic dependencies. fluffily bold excuses shall have to integrate amon
10855|184|O|221267.06|1997-07-16|1-URGENT|Clerk#000000149|0|fully unusual pinto beans sleep sl
10880|85|F|26498.79|1992-05-23|4-NOT SPECIFIED|Clerk#000000553|0|e furiously bold deposits. slyly spe
10881|301|F|172249.48|1994-02-16|1-URGENT|Clerk#000000872|0|quickly final pinto beans engage quickly pending, final 
10882|439|O|72415.54|1998-06-02|5-LOW|Clerk#000000949|0|gouts sleep fluffily according to the dep
10883|68|O|98201.42|1998-02-03|5-LOW|Clerk#000000759|0|sly silent accounts. carefully express pinto bean
10884|226|F|214394.25|1994-11-26|5-LOW|Clerk#000000802|0| express, regular accounts nag furiously! platele
10885|298|O|213398.47|1998-04-18|5-LOW|Clerk#000000893|0|thely ironic accounts sleep carefully depo
10886|394|F|224264.07|1994-08-24|1-URGENT|Clerk#000000422|0|along the final epitaphs dazzle carefull
10887|131|O|46904.27|1995-05-26|4-NOT SPECIFIED|Clerk#000000575|0|ag against the dependencies. furiously regular foxes sleep fu
10912|88|O|193198.32|1996-12-25|1-URGENT|Clerk#000000579|0|odolites wake sometimes on the unusual deposits. epitaphs cajole b
10913|154|F|82590.20|1993-02-07|5-LOW|Clerk#000000114|0|ches are blithely around t
10914|208|F|177389.76|1995-01-23|4-NOT SPECIFIED|Clerk#000000582|0| quickly regular packages above the furiously bold pl
10915|407|F|118269.28|1993-11-11|5-LOW|Clerk#000000649|0|bold packages nag. furiously regular excu
10916|100|P|223486.18|1995-03-11|3-MEDIUM|Clerk#000000047|0|pinto beans cajole furiously according to the dependencies. fi
10917|76|F|121808.69|1992-02-11|1-URGENT|Clerk#000000078|0|beans across the regular theodolites affix silent instructions. even deposits
10918|310|O|57536.26|1995-10-16|3-MEDIUM|Clerk#000000874|0|structions. ironic, express dep
10919|403|F|58260.82|1993-03-28|2-HIGH|Clerk#000000180|0|press requests haggle blithely. blithely 
10944|97|O|99517.54|1995-11-13|2-HIGH|Clerk#000000077|0|ily unusual requests. special instruct
10945|76|F|146696.55|1992-01-04|3-MEDIUM|Clerk#000000296|0|ages are. final, silent deposits haggle quickly! ironic 
10946|344|O|291798.48|1997-03-22|3-MEDIUM|Clerk#000000975|0|nal deposits detect among the quickly
