O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDERPRIORITY | O_CLERK | O_SHIPPRIORITY | O_COMMENT
3968|73|O|140980.94|1997-02-17|4-NOT SPECIFIED|Clerk#000000431|0| the slyly special accounts; 
3969|154|O|203072.91|1997-05-14|2-HIGH|Clerk#000000731|0|uriously final dependencies slee
3970|226|F|174909.64|1992-03-27|3-MEDIUM|Clerk#000000190|0|luffily furiously regular deposits. blithely special requests cajole blithely
3971|310|O|57462.36|1996-06-28|5-LOW|Clerk#000000287|0|alongside of the instructions ought to are 
3972|368|F|2059.05|1994-04-21|3-MEDIUM|Clerk#000000049|0|y regular requests haggle quickly. pending, express acco
3973|307|F|103699.65|1992-03-24|4-NOT SPECIFIED|Clerk#000000114|0|somas according to the quickly even instructions wake fu
3974|280|O|60703.72|1996-03-05|4-NOT SPECIFIED|Clerk#000000938|0|deposits are furiously beneath the bl
3975|353|O|42232.87|1995-04-11|3-MEDIUM|Clerk#000000016|0|ts. regular, regular Tiresias play furiously. ironi
4000|209|F|105658.14|1992-01-04|5-LOW|Clerk#000000339|0|le carefully closely even pinto beans. regular, ironic foxes against the
4001|343|O|106265.40|1997-05-15|3-MEDIUM|Clerk#000000878|0|detect. asymptotes sleep furio
4002|311|O|96621.21|1997-04-08|5-LOW|Clerk#000000097|0| regular braids are. furiously even patterns agains
4003|331|F|19490.80|1993-01-27|1-URGENT|Clerk#000000177|0| blithe theodolites are slyly. slyly silent accounts toward
4004|205|F|267920.90|1993-05-07|3-MEDIUM|Clerk#000000273|0|accounts among the blithely regular sentiments 
4005|418|O|135556.10|1996-11-20|2-HIGH|Clerk#000000341|0|ily according to the slyly iron
4006|103|F|84147.01|1995-01-04|3-MEDIUM|Clerk#000000765|0|ly ironic packages integrate. regular requests alongside of 
4007|25|F|135787.49|1993-06-18|2-HIGH|Clerk#000000623|0|ecial packages. slyly regular accounts integrate 
4032|31|O|72533.62|1998-02-26|3-MEDIUM|Clerk#000000686|0|iresias sleep slyly regular ideas. quickly unusual
4033|250|F|66177.01|1993-06-02|5-LOW|Clerk#000000181|0|ously bold instructions haggle furiously above the fluf
4034|277|F|220333.92|1993-11-14|4-NOT SPECIFIED|Clerk#000000548|0|ts x-ray. express requests affix fluffily regular theodolites. pending, fina
4035|349|F|29568.97|1992-02-19|5-LOW|Clerk#000000097|0|he ironic deposits sleep blith
4036|142|O|91509.38|1997-04-26|3-MEDIUM|Clerk#000000398|0|ly express deposits nag slyly. ironic, final asymptotes boost bra
4037|364|F|41102.10|1993-03-24|2-HIGH|Clerk#000000384|0|t carefully above the unusual the
4038|281|O|185003.36|1996-01-06|1-URGENT|Clerk#000000272|0|re slyly. silent requests wake quickly. regular packages play quickly 
4039|85|O|168680.66|1997-11-16|1-URGENT|Clerk#000000358|0|ly ironic deposits. ironic reques
4064|386|O|192174.15|1996-10-10|4-NOT SPECIFIED|Clerk#000000598|0|ccounts. furiously unusual theodolites wake carefully about
4065|239|F|183474.79|1994-06-09|1-URGENT|Clerk#000000131|0|even foxes! slyly final deposits agai
4066|94|O|225157.50|1997-01-27|4-NOT SPECIFIED|Clerk#000000286|0|yly ironic dinos. quickly regular accounts haggle. requests wa
4067|44|F|165877.50|1992-10-07|2-HIGH|Clerk#000000027|0|tes boost furiously quick asymptotes. final deposits of the dolphins solv
4068|376|O|84653.73|1996-09-18|3-MEDIUM|Clerk#000000203|0|lly even accounts wake furiously across the unusual platelets. unusu
4069|218|F|249516.20|1992-05-13|3-MEDIUM|Clerk#000000359|0|deposits: slyly bold ideas detect furiously. f
4070|86|O|115443.33|1995-06-12|2-HIGH|Clerk#000000713|0|xpress ideas poach ab
4071|439|O|74706.69|1996-09-15|4-NOT SPECIFIED|Clerk#000000486|0|nal deposits. pending deposits d
4096|413|F|90135.81|1992-07-03|4-NOT SPECIFIED|Clerk#000000706|0|sits. quickly thin deposits x-ray blith
4097|26|O|162342.91|1996-05-24|1-URGENT|Clerk#000000475|0|ickly under the even accounts. even packages after the furiously express
4098|67|O|66077.03|1996-11-05|4-NOT SPECIFIED|Clerk#000000491|0|otes. quickly final requests after the stealthily ironic pinto bean
4099|49|F|250702.27|1992-08-21|1-URGENT|Clerk#000000379|0|r platelets. slyly regular requests cajole carefully against the
4100|7|O|4480.83|1996-03-12|3-MEDIUM|Clerk#000000429|0|posits. carefully unusual packages use pending deposits. regular she
4101|427|F|26526.83|1993-11-22|4-NOT SPECIFIED|Clerk#000000704|0|y around the express, careful epitaphs. accounts use fluffily. quickly p
4102|64|O|147153.24|1996-03-17|1-URGENT|Clerk#000000675|0|nding dependencies was slyly about the bl
4103|314|F|44041.11|1992-07-03|5-LOW|Clerk#000000679|0|fully ironic dependencies.
4128|418|O|7430.98|1995-10-07|4-NOT SPECIFIED|Clerk#000000635|0|ctions. dependencies from the slyly regular accounts nag slyly fu
4129|95|F|72901.37|1993-06-26|3-MEDIUM|Clerk#000000541|0|nwind. quickly final theodolites use packages. accounts
4130|310|O|63242.59|1996-03-10|5-LOW|Clerk#000000609|0|omise alongside of the carefully final foxes. blithel
4131|131|O|175852.04|1998-01-30|1-URGENT|Clerk#000000612|0| above the foxes hang 
4132|55|P|76576.10|1995-05-29|4-NOT SPECIFIED|Clerk#000000158|0|ld asymptotes solve alongside of the express, final packages. fluffily fi
4133|301|F|33307.70|1992-08-07|4-NOT SPECIFIED|Clerk#000000268|0|al, express foxes. quickly pending deposits might cajole alongsi
4134|289|F|152725.65|1995-01-12|1-URGENT|Clerk#000000171|0|fully even deposits. regular de
4135|109|O|122445.69|1997-03-10|3-MEDIUM|Clerk#000000627|0|ly quietly even ideas. deposits haggle blithely
4160|163|O|96778.17|1996-08-20|5-LOW|Clerk#000000283|0|the carefully special accounts. furiously regular dugouts alongs
4161|353|F|224376.58|1993-08-21|5-LOW|Clerk#000000047|0|nts. fluffily regular foxes above the quickly daring reques
4162|64|F|84148.69|1992-02-10|5-LOW|Clerk#000000179|0|r packages are slyly accounts. furiously special foxes detect carefully re
4163|190|F|12307.58|1992-12-21|2-HIGH|Clerk#000000268|0| integrate furiously slyly regular depende
4164|283|O|10751.56|1998-07-03|2-HIGH|Clerk#000000720|0| regularly busy theodolites boost furiously quickly bold packages. express, s
4165|10|O|12375.97|1997-07-25|3-MEDIUM|Clerk#000000621|0|special foxes affix never blithely ironic pinto beans; blithely 
4166|124|F|113926.81|1993-02-28|5-LOW|Clerk#000000757|0|quickly sly forges impress. careful foxes across the blithely even a
4167|79|O|70793.05|1998-06-17|1-URGENT|Clerk#000000917|0|kly furiously even deposits. unu
4192|436|O|230282.72|1998-04-19|1-URGENT|Clerk#000000369|0|equests above the slyly regular pinto beans unwi
4193|10|F|164169.55|1994-01-09|2-HIGH|Clerk#000000201|0|ng accounts haggle quickly. packages use fluffily ironic excu
4194|319|F|81178.50|1994-10-16|3-MEDIUM|Clerk#000000385|0| instructions are quickly even pinto beans. courts boost furiously regular, ev
4195|311|F|65187.56|1993-05-29|4-NOT SPECIFIED|Clerk#000000777|0| pinto beans cajole furiously theodolites-- slyly regular deposits doub
4196|319|O|245127.24|1998-05-15|3-MEDIUM|Clerk#000000532|0|affix carefully. quickly final requests 
4197|277|O|253821.08|1996-08-13|4-NOT SPECIFIED|Clerk#000000264|0| pinto beans according
4198|430|O|134915.71|1997-06-16|3-MEDIUM|Clerk#000000583|0|g the special packages haggle pen
4199|13|F|32825.70|1992-02-13|1-URGENT|Clerk#000000309|0|e blithely. special deposits haggle slyly final foxes. carefully even
4224|208|O|186386.72|1997-07-14|1-URGENT|Clerk#000000034|0|jole quickly final dolphins. slyly pending foxes wake furiously bold pl
4225|383|O|84543.73|1997-06-03|3-MEDIUM|Clerk#000000992|0|r the platelets nag among the special deposits. ironic, ironic re
4226|277|F|40089.35|1993-03-09|5-LOW|Clerk#000000203|0|phins wake slyly regular packages. deposits haggle slowl
4227|397|F|115997.26|1995-02-24|1-URGENT|Clerk#000000063|0|ng the requests; ideas haggle fluffily. slyly unusual ideas c
4228|331|O|28056.50|1997-03-28|5-LOW|Clerk#000000309|0|pecial requests aft
4229|40|O|84056.03|1998-03-03|1-URGENT|Clerk#000000301|0|p furiously: final excuses hagg
4230|419|F|268838.36|1992-03-04|1-URGENT|Clerk#000000364|0|lly ironic deposits integrate carefully about the fu
4231|259|O|135089.32|1997-11-20|4-NOT SPECIFIED|Clerk#000000630|0|ly final accounts cajole furiously accounts. bravely ironic platelets am
4256|355|F|29679.51|1992-04-05|4-NOT SPECIFIED|Clerk#000000043|0|y alongside of the fluffily iro
4257|49|P|50908.10|1995-03-25|3-MEDIUM|Clerk#000000682|0|r ideas cajole along the blithely regular gifts.
4258|275|O|159610.92|1996-10-27|4-NOT SPECIFIED|Clerk#000000364|0|efully final platelets around the blit
4259|313|O|14084.20|1997-10-09|5-LOW|Clerk#000000781|0|es snooze slyly against the furiously unusual ideas. furious
4260|427|F|19511.51|1992-05-16|4-NOT SPECIFIED|Clerk#000000919|0|e among the fluffily bold accounts.
4261|352|F|101883.43|1992-10-03|1-URGENT|Clerk#000000662|0| about the even, pending packages. slyly bold deposits boost
4262|260|O|208880.13|1996-08-04|3-MEDIUM|Clerk#000000239|0| of the furious accounts. furiously regular accounts w
4263|8|O|187496.82|1998-03-16|1-URGENT|Clerk#000000265|0|sly ruthless deposits. final packages are instructions. fu
4288|103|F|89187.95|1992-12-04|4-NOT SPECIFIED|Clerk#000000823|0|usly carefully even theodolites: slyly express pac
4289|374|F|28162.26|1993-10-07|3-MEDIUM|Clerk#000000912|0|e carefully close instructions. slyly special reques
4290|124|F|32850.62|1995-01-15|3-MEDIUM|Clerk#000000688|0| slyly quickly bold requests. final deposits haggle pending ideas! som
4291|265|F|84654.56|1993-11-29|3-MEDIUM|Clerk#000000655|0| sleep fluffily between the bold packages. bold
4292|74|F|171066.88|1992-01-09|3-MEDIUM|Clerk#000000794|0| ruthlessly. slyly bo
4293|310|O|235349.69|1996-08-20|2-HIGH|Clerk#000000750|0|ly packages. regular packages nag according to t
4294|146|F|289020.51|1992-08-15|3-MEDIUM|Clerk#000000407|0|ng pinto beans breach. slyly express requests bo
4295|13|O|86690.68|1996-02-10|3-MEDIUM|Clerk#000000023|0|e boldly bold dependencies
4320|344|O|82884.98|1996-12-08|4-NOT SPECIFIED|Clerk#000000223|0|ages haggle after the slowly bold se
4321|46|F|146024.71|1994-07-18|3-MEDIUM|Clerk#000000041|0|ending deposits are carefully carefully regular packa
4322|424|O|166775.51|1998-03-13|3-MEDIUM|Clerk#000000433|0|totes nag across the fluffily special instructions. quickly silent hockey 
4323|311|F|27628.80|1994-01-23|2-HIGH|Clerk#000000282|0|lve after the slyly regular multipliers. even, regular excus
4324|214|O|207945.83|1995-07-17|1-URGENT|Clerk#000000800|0|ccounts. slyly stealthy requests shall have t
4325|388|O|26302.90|1996-07-18|2-HIGH|Clerk#000000591|0|y around the always ev
4326|86|O|51208.51|1996-10-27|4-NOT SPECIFIED|Clerk#000000869|0|packages. carefully express deposit
4327|437|P|158567.85|1995-03-16|2-HIGH|Clerk#000000571|0|yly pending braids. final requests abo
4352|41|O|22587.46|1997-11-26|2-HIGH|Clerk#000000620|0|ly final platelets integrate carefully even requ
4353|217|O|25923.18|1997-12-12|2-HIGH|Clerk#000000790|0|uickly even ideas cajole
4354|431|F|211854.79|1994-09-30|4-NOT SPECIFIED|Clerk#000000046|0|pending notornis. requests serve 
4355|8|O|224058.43|1996-11-16|1-URGENT|Clerk#000000362|0|ndencies use furiously across the regular 
4356|289|F|53965.91|1994-04-11|5-LOW|Clerk#000000956|0| asymptotes sleep blithely. asymptotes sleep. blithely regul
4357|139|O|79120.17|1997-10-23|4-NOT SPECIFIED|Clerk#000000031|0|ages nag between the
4358|71|O|57589.81|1997-08-12|1-URGENT|Clerk#000000692|0|according to the fluffily special asymptotes 
4359|43|F|138156.97|1993-03-03|1-URGENT|Clerk#000000393|0|sts. special, unusual deposits across the ironic theodo
4384|73|F|62419.93|1992-07-13|1-URGENT|Clerk#000000192|0|onic platelets. furiously regular asymptotes according to the special pac
4385|365|O|47803.87|1996-08-06|2-HIGH|Clerk#000000597|0|ully final requests. ironic, even dolphins above the regular 
4386|184|O|163134.97|1998-02-06|5-LOW|Clerk#000000070|0| dolphins. silent, idle pinto beans 
4387|328|O|136079.94|1995-10-23|1-URGENT|Clerk#000000025|0|ter the regular pinto beans. special, final gifts above the requests wi
4388|29|O|79667.58|1996-03-28|2-HIGH|Clerk#000000715|0|ts wake against the carefully final accounts. sly
4389|163|F|139740.49|1994-05-05|3-MEDIUM|Clerk#000000403|0|wly express excuses after the permanently even instructions are
4390|16|P|176400.09|1995-05-23|1-URGENT|Clerk#000000691|0|inal pinto beans. exp
4391|115|F|64871.89|1992-02-18|2-HIGH|Clerk#000000880|0|regular accounts. even depo
4416|445|F|83900.69|1992-06-30|5-LOW|Clerk#000000391|0| deposits. ideas cajole express theodolites: 
4417|202|O|71868.38|1998-07-09|1-URGENT|Clerk#000000365|0|ideas are alongside of the blithely final reque
4418|181|F|50528.77|1993-03-25|3-MEDIUM|Clerk#000000731|0|pecial pinto beans. close foxes affix iron
4419|310|O|108504.02|1996-06-12|4-NOT SPECIFIED|Clerk#000000410|0|ages wake furiously slyly thin theodolit
4420|328|F|6182.42|1994-06-18|1-URGENT|Clerk#000000706|0|lly bold deposits along the bold, pending foxes detect blithely after the acco
4421|25|O|319100.14|1997-04-04|3-MEDIUM|Clerk#000000246|0|t the pending warhorses. express waters a
4422|205|P|125001.09|1995-05-22|3-MEDIUM|Clerk#000000938|0|ly bold accounts sleep special, regular foxes. doggedly regular in
4423|191|F|6011.50|1995-02-17|5-LOW|Clerk#000000888|0|excuses are ruthless
4448|206|O|150078.15|1998-05-21|2-HIGH|Clerk#000000428|0|. deposits haggle around the silent packages; slyly unusual packages
4449|26|O|53595.90|1998-02-08|5-LOW|Clerk#000000035|0|ourts are carefully even deposits. pending 
4450|319|O|134394.98|1997-07-15|1-URGENT|Clerk#000000867|0|quests boost. furiously even realms are blithely bold requests. bl
4451|8|F|115838.58|1994-10-01|1-URGENT|Clerk#000000181|0|. carefully final foxes along the quickly express T
4452|37|F|69409.61|1994-06-21|5-LOW|Clerk#000000985|0|oxes are slyly. express, ironic pinto beans wake after the quickly pending re
4453|193|O|165781.66|1997-04-01|3-MEDIUM|Clerk#000000603|0|ages could have to nag slyly furiously even asymptotes! slowly regular 
4454|424|F|199684.26|1994-02-02|5-LOW|Clerk#000000411|0|uriously regular pint
4455|52|F|127510.88|1993-10-11|3-MEDIUM|Clerk#000000924|0|even requests. bravely regular foxes according to the carefully unusual 
4480|250|F|34804.96|1994-03-31|4-NOT SPECIFIED|Clerk#000000534|0|press, bold deposits boost blit
4481|442|O|90513.14|1996-03-30|5-LOW|Clerk#000000443|0|press sheaves cajole furio
4482|242|P|74326.14|1995-05-15|4-NOT SPECIFIED|Clerk#000000534|0|ravely bold accounts. furiously ironic instructions affix quickly. pend
4483|151|F|134313.58|1992-03-07|3-MEDIUM|Clerk#000000615|0|its. blithely idle accounts run; theodolites wake carefully around the fi
4484|392|O|285000.07|1996-12-24|1-URGENT|Clerk#000000392|0|ct across the pinto beans. quickly pending excuses engage furiously.
4485|157|F|224011.14|1994-11-13|3-MEDIUM|Clerk#000000038|0|es wake slyly even packages. blithely brave requests nag above the regul
4486|110|O|162819.74|1998-03-03|2-HIGH|Clerk#000000656|0|ffily according to the carefully pending acc
4487|134|F|134835.53|1993-02-23|3-MEDIUM|Clerk#000000017|0|s up the never pending excuses wake furiously special pinto beans. furiously i
4512|205|O|185320.73|1995-10-25|5-LOW|Clerk#000000393|0|ending instructions maintain fu
4513|250|O|149652.35|1996-03-15|5-LOW|Clerk#000000154|0|ests. final, final ideas
4514|290|F|184787.37|1994-04-30|3-MEDIUM|Clerk#000000074|0|deposits according to the carefull
4515|419|F|193530.21|1992-03-17|1-URGENT|Clerk#000000191|0|quests among the accounts sleep boldly about the regular f
4516|388|F|47347.92|1994-03-29|3-MEDIUM|Clerk#000000739|0|ing packages sleep slyly regular attainments
4517|340|O|51909.77|1998-03-07|4-NOT SPECIFIED|Clerk#000000231|0|uriously final deposits doze furiously furiously reg
4518|374|O|29898.94|1997-05-01|3-MEDIUM|Clerk#000000187|0|luffily against the spec
4519|403|F|86390.07|1993-03-30|4-NOT SPECIFIED|Clerk#000000938|0|ccording to the final 
4544|335|O|181921.05|1997-08-07|3-MEDIUM|Clerk#000000435|0|g dependencies dazzle slyly ironic somas. carefu
4545|176|F|170054.04|1993-01-17|4-NOT SPECIFIED|Clerk#000000303|0|ep. requests use sly
4546|125|O|51038.23|1995-07-29|5-LOW|Clerk#000000373|0|ns sleep. regular, regular instructions maintai
4547|325|F|64758.49|1993-08-23|3-MEDIUM|Clerk#000000519|0|uctions thrash platelets. slyly final foxes wake slyly against th
4548|380|O|164101.83|1996-06-28|5-LOW|Clerk#000000798|0| in place of the blithely express sentiments haggle slyly r
4549|193|O|56874.56|1998-03-05|4-NOT SPECIFIED|Clerk#000000965|0|ully even deposits dazzle. fluffily pending ideas against the requests
4550|353|F|32600.54|1994-12-29|2-HIGH|Clerk#000000748|0|s haggle carefully acco
4551|328|O|104075.54|1996-02-09|2-HIGH|Clerk#000000462|0|ts. slyly quick theodolite
4576|415|O|63714.15|1996-08-14|5-LOW|Clerk#000000798|0|e pending deposits. 
4577|236|O|136928.72|1998-05-02|5-LOW|Clerk#000000409|0|ly. unusual platelets are alw
4578|268|F|124128.40|1992-09-13|5-LOW|Clerk#000000121|0| to the furiously ironic instructions? furiou
4579|313|O|106860.25|1995-12-01|2-HIGH|Clerk#000000951|0|its wake quickly blithely specia
4580|242|F|139609.05|1993-11-15|4-NOT SPECIFIED|Clerk#000000086|0|rs wake blithely regular requests. fluffily ev
4581|235|F|104768.48|1992-09-04|4-NOT SPECIFIED|Clerk#000000687|0|ges. carefully pending accounts use furiously abo
4582|55|O|24653.22|1996-07-04|1-URGENT|Clerk#000000638|0|g the furiously regular pac
4583|65|F|269317.17|1994-09-25|3-MEDIUM|Clerk#000000240|0|equests. slyly even platelets was qui
4608|239|F|181981.39|1994-06-17|1-URGENT|Clerk#000000259|0|y even instructions detect slyly asymptotes. blithely final packa
4609|398|O|76028.75|1996-12-05|3-MEDIUM|Clerk#000000239|0|hang slyly slyly expre
4610|79|F|170307.39|1993-06-18|5-LOW|Clerk#000000616|0|e carefully express pinto
4611|86|F|188012.80|1993-01-10|2-HIGH|Clerk#000000152|0|. furiously regular instructions haggle dolphins. even instructions det
4612|182|F|98145.80|1993-09-20|3-MEDIUM|Clerk#000000397|0|bove the deposits. even deposits dazzle. slyly express packages haggle sl
4613|395|O|259329.44|1998-03-05|3-MEDIUM|Clerk#000000541|0|furiously blithely pending dependen
4614|179|O|170688.75|1996-04-22|1-URGENT|Clerk#000000974|0| sauternes wake thinly special accounts. fur
4615|86|F|12428.46|1993-08-27|3-MEDIUM|Clerk#000000982|0|jole after the fluffily pending foxes. packages affix carefully acco
4640|287|O|90915.92|1996-01-01|5-LOW|Clerk#000000902|0|requests. deposits do detect above the blithely iron
4641|401|F|122904.51|1993-01-20|4-NOT SPECIFIED|Clerk#000000755|0|ronic, final requests integrate slyly: specia
4642|443|F|151592.46|1995-02-27|1-URGENT|Clerk#000000295|0|cial requests wake carefully around the regular, unusual ideas. furi
4643|200|O|70303.06|1995-06-30|2-HIGH|Clerk#000000292|0|ously regular packages. unusual, special platel
4644|281|O|107755.21|1998-01-17|5-LOW|Clerk#000000961|0|requests. fluffily even ideas bo
4645|131|F|260982.67|1994-09-20|1-URGENT|Clerk#000000764|0|fully even instructions. final gifts sublate quickly final requests. bl
4646|248|O|147782.00|1996-06-18|1-URGENT|Clerk#000000036|0|n place of the blithely qu
4647|80|F|133940.30|1994-05-14|3-MEDIUM|Clerk#000000626|0|out the deposits. slyly final pinto beans haggle idly. slyly s
4672|238|O|232540.11|1995-11-07|1-URGENT|Clerk#000000475|0|lyly final dependencies caj
4673|247|O|69044.92|1996-08-13|4-NOT SPECIFIED|Clerk#000000914|0|c deposits are slyly. bravely ironic deposits cajole carefully after the 
4674|109|F|145242.62|1994-04-19|1-URGENT|Clerk#000000122|0|careful hockey players. carefully pending deposits caj
4675|259|F|81408.06|1993-11-25|4-NOT SPECIFIED|Clerk#000000741|0|al deposits haggle slyly final
4676|40|O|219288.95|1995-09-01|2-HIGH|Clerk#000000407|0|s. slyly bold accounts sleep furiously special
4677|115|O|32058.12|1998-02-21|3-MEDIUM|Clerk#000000245|0|ly pending deposits after the carefully regular foxes sleep blithely after t
4678|260|O|158452.68|1998-08-02|4-NOT SPECIFIED|Clerk#000000175|0|side of the bold platelets detect slyly blithely ironic e
4679|260|F|9714.51|1993-01-20|2-HIGH|Clerk#000000905|0|ely regular accounts affix slyly. final dolphins are. furiously final de
4704|4|O|72162.41|1996-08-16|4-NOT SPECIFIED|Clerk#000000256|0|lithely final requests about the fluffily regular 
4705|295|F|212323.02|1992-03-22|4-NOT SPECIFIED|Clerk#000000522|0| special instructions poa
4706|73|F|125841.67|1992-12-29|4-NOT SPECIFIED|Clerk#000000722|0| packages above the never regular packages nag packages. deposits c
4707|268|F|75757.89|1995-02-27|2-HIGH|Clerk#000000943|0|ully enticing accounts behind the regular
4708|250|F|69819.54|1994-10-01|1-URGENT|Clerk#000000383|0|ly thinly even accounts. unusu
4709|77|O|59771.87|1996-01-08|3-MEDIUM|Clerk#000000785|0|he furiously even deposits! ironic theodolites haggle blithely. r
4710|295|F|114758.81|1994-12-08|4-NOT SPECIFIED|Clerk#000000734|0|the final, regular foxes. carefully ironic pattern
4711|425|O|156737.50|1998-05-06|1-URGENT|Clerk#000000818|0|mptotes. unusual packages wake furiously qui
4736|415|O|78042.89|1995-11-20|2-HIGH|Clerk#000000563|0|blithely regular courts affix into the carefully ironic deposits. slyly exp
4737|236|F|79202.71|1993-03-11|4-NOT SPECIFIED|Clerk#000000275|0|ents use slyly among the unusual, ironic pearls. furiously pending 
4738|13|F|181882.34|1992-04-08|2-HIGH|Clerk#000000150|0|deposits. thin acco
4739|442|F|87359.16|1993-02-21|5-LOW|Clerk#000000872|0|ing to the pending attainments: pending, express account
4740|205|O|49516.25|1996-07-05|2-HIGH|Clerk#000000420|0| dependencies haggle about the
4741|382|F|224146.65|1992-07-07|4-NOT SPECIFIED|Clerk#000000983|0|ly bold deposits are slyly about the r
4742|191|P|196651.47|1995-03-23|3-MEDIUM|Clerk#000000058|0|n packages. quickly regular ideas cajole blithely
4743|290|F|73655.19|1993-03-31|5-LOW|Clerk#000000048|0|pinto beans above the bold, even idea
4768|406|F|5191.71|1993-11-22|2-HIGH|Clerk#000000875|0|ctions snooze idly beneath the quick waters. fluffily u
4769|362|P|154618.30|1995-04-14|4-NOT SPECIFIED|Clerk#000000116|0|pon the asymptotes. idle, final account
4770|178|O|84110.14|1995-06-20|2-HIGH|Clerk#000000461|0|cial instructions believe carefully. 
4771|283|F|51539.96|1992-12-14|1-URGENT|Clerk#000000571|0|lly express deposits serve furiously along the f
4772|83|F|77098.95|1994-09-14|1-URGENT|Clerk#000000708|0|es sleep. regular requests haggle furiously slyly 
4773|364|O|246203.09|1995-12-23|1-URGENT|Clerk#000000327|0|ptotes was slyly along the
4774|152|F|155151.33|1993-04-20|3-MEDIUM|Clerk#000000299|0|eposits use blithely bold deposits. carefully regular gifts about the fin
4775|382|O|142726.75|1995-08-13|4-NOT SPECIFIED|Clerk#000000609|0|s integrate slyly slyly final instructions. carefully bold pack
4800|106|F|109722.05|1992-01-06|5-LOW|Clerk#000000625|0|ggle furiously along the pending pinto beans. deposits use: final foxe
4801|262|O|130093.96|1996-01-25|1-URGENT|Clerk#000000553|0|r the final sentiments. pending theodolites sleep doggedly across t
4802|388|O|6481.53|1997-01-23|3-MEDIUM|Clerk#000000400|0| ironic, thin packages wake furiously ironic, ironic deposits. the
4803|370|O|207096.80|1996-02-08|5-LOW|Clerk#000000892|0|lly unusual courts are ironic
4804|107|F|129645.28|1992-01-28|2-HIGH|Clerk#000000614|0|ly final accounts. blithely unusual theodolite
4805|46|F|212114.13|1992-04-25|4-NOT SPECIFIED|Clerk#000000514|0|even accounts wake furiously slyly final accounts; blithel
4806|16|F|37445.63|1993-04-21|5-LOW|Clerk#000000625|0|ave accounts. furiously pending wa
4807|158|O|170346.61|1997-01-09|3-MEDIUM|Clerk#000000310|0|kly. slyly special accounts
4832|103|O|102251.54|1997-12-04|3-MEDIUM|Clerk#000000548|0|final accounts sleep among the blithe
4833|397|O|96037.91|1996-05-12|3-MEDIUM|Clerk#000000256|0|r deposits against the slyly final excuses slee
4834|55|O|150374.97|1996-09-12|2-HIGH|Clerk#000000284|0|lar accounts. furiously ironic accounts haggle slyly 
4835|436|F|86957.26|1994-10-25|1-URGENT|Clerk#000000250|0|s integrate furiously blithely expr
4836|193|O|93781.71|1996-12-18|1-URGENT|Clerk#000000691|0|c packages cajole carefully through the accounts. careful
4837|385|O|81181.77|1998-04-24|4-NOT SPECIFIED|Clerk#000000517|0|n accounts are regular, bold accounts. even instructions use request
4838|131|F|73485.99|1992-08-02|1-URGENT|Clerk#000000569|0|ffily bold sentiments. carefully close dolphins cajole across the 
4839|73|F|79340.19|1994-05-10|1-URGENT|Clerk#000000925|0| even somas. slyly express ideas lose carefully. blithely unusu
4864|259|F|175319.15|1992-11-11|5-LOW|Clerk#000000423|0|ests nag within the quickly ironic asymptotes. ironic
4865|253|O|186193.94|1997-06-07|3-MEDIUM|Clerk#000000418|0|sits boost stealthily above the bl
4866|160|O|30284.31|1997-08-07|2-HIGH|Clerk#000000663|0|kages. unusual packages nag fluffily. qui
4867|25|F|11804.71|1992-05-21|1-URGENT|Clerk#000000891|0|ss the slyly regular dependencies. fluffily regular deposits within the car
4868|223|O|196709.69|1997-03-02|5-LOW|Clerk#000000729|0|regular asymptotes. regular packages sublate carefully al
4869|172|F|215040.58|1994-09-26|5-LOW|Clerk#000000802|0|boost! ironic packages un
4870|305|F|106004.45|1994-08-06|3-MEDIUM|Clerk#000000911|0|nto beans about the blithely regular d
4871|134|O|165940.06|1995-06-12|1-URGENT|Clerk#000000531|0|ven, special instructions across t
4896|256|F|111335.65|1992-08-22|1-URGENT|Clerk#000000622|0|sly pending deposits. final accounts boost above the sly, even
4897|241|F|136151.17|1992-09-17|5-LOW|Clerk#000000184|0|s. bold pinto beans sleep. evenly final accounts daz
4898|43|F|46547.07|1994-07-11|4-NOT SPECIFIED|Clerk#000000841|0|final patterns. special theodolites haggle ruthlessly at the blithely spec
4899|181|F|13161.31|1993-10-18|4-NOT SPECIFIED|Clerk#000000348|0| instructions. furiously even packages are furiously speci
4900|409|F|263617.51|1992-06-30|4-NOT SPECIFIED|Clerk#000000878|0|sleep quickly unusual 
4901|238|O|176934.70|1997-12-31|4-NOT SPECIFIED|Clerk#000000980|0|inal dependencies cajole furiously. carefully express accounts na
4902|412|O|35099.63|1998-07-04|3-MEDIUM|Clerk#000000874|0| the slyly express dolphins. 
4903|277|F|42916.53|1992-03-22|4-NOT SPECIFIED|Clerk#000000907|0|yly. multipliers within the fo
4928|7|F|74555.69|1993-10-04|4-NOT SPECIFIED|Clerk#000000952|0|slyly brave instructions after the ironic excuses haggle ruthlessly about
4929|448|O|155278.42|1996-02-29|3-MEDIUM|Clerk#000000109|0|uests. furiously special ideas poach. pending 
4930|445|F|233001.73|1994-05-06|5-LOW|Clerk#000000593|0| haggle slyly quietly final theodolites. packages are furious
4931|149|F|152067.11|1994-11-17|1-URGENT|Clerk#000000356|0|leep. slyly express dolphins nag slyly. furiously regular s
